title,venue,year,author,comment,url,code
Security and Privacy Issues of Federated Learning,arXiv,2307,Jahid Hasan,"6 pages, 2 figures",https://arxiv.org/abs/2307.12181,
SelfFed: Self-supervised Federated Learning for Data Heterogeneity and Label Scarcity in IoMT,arXiv,2307,"Sunder Ali Khowaja, Kapal Dev, Syed Muhammad Anwar, Marius George Linguraru","8 pages, 6 figures",https://arxiv.org/abs/2307.01514,
Shuffled Differentially Private Federated Learning for Time Series Data Analytics,arXiv,2307,"Chenxi Huang, Chaoyang Jiang, Zhenghua Chen",,https://arxiv.org/abs/2307.16196,
"SplitFed resilience to packet loss: Where to split, that is the question",arXiv,2307,"Chamani Shiranthika, Zahra Hafezi Kafshgari, Parvaneh Saeedi, Ivan V. Bajić","10 pages, 4 figures, MICCAI 2023 Workshop on Distributed, Collaborative and Federated Learning",https://arxiv.org/abs/2307.13851,
Tackling Computational Heterogeneity in FL: A Few Theoretical Insights,arXiv,2307,"Adnan Ben Mansour, Gaia Carenini, Alexandre Duplessis","22 pages, 7 figures. Extended version of the paper ""Federated Learning Aggregation: New Robust Algorithms with Guarantees"" (arXiv:2205.10864)",https://arxiv.org/abs/2307.06283,
Take Your Pick: Enabling Effective Personalized Federated Learning within Low-dimensional Feature Space,arXiv,2307,"Guogang Zhu, Xuefeng Liu, Shaojie Tang, Jianwei Niu, Xinghao Wu, Jiaxing Shen","13 pages, 13 figures",https://arxiv.org/abs/2307.13995,
Tangent Model Composition for Ensembling and Continual Fine-tuning,arXiv,2307,"Tian Yu Liu, Stefano Soatto",Published at International Conference on Computer Vision (ICCV) 2023,https://arxiv.org/abs/2307.08114,https://github.com/tianyu139/tangent-model-composition
The Applicability of Federated Learning to Official Statistics,arXiv,2307,"Joshua Stock, Oliver Hauke, Julius Weißmann, Hannes Federrath",,https://arxiv.org/abs/2307.15503,
TinyMetaFed: Efficient Federated Meta-Learning for TinyML,arXiv,2307,"Haoyu Ren, Xue Li, Darko Anicic, Thomas A. Runkler","Accepted by the ECML PKDD 2023 workshop track: Simplification, Compression, Efficiency, and Frugality for Artificial Intelligence (SCEFA)",https://arxiv.org/abs/2307.06822,
Towards Bridging the FL Performance-Explainability Trade-Off: A Trustworthy 6G RAN Slicing Use-Case,arXiv,2307,"Swastika Roy, Hatim Chergui, Christos Verikoukis",Submitted for possible publication in IEEE. arXiv admin note: substantial text overlap with arXiv:2210.10147,https://arxiv.org/abs/2307.12903,
Towards Federated Foundation Models: Scalable Dataset Pipelines for Group-Structured Learning,arXiv,2307,"Zachary Charles, Nicole Mitchell, Krishna Pillutla, Michael Reneer, Zachary Garrett",Dataset Grouper is available at https://github.com/google-research/dataset_grouper,https://arxiv.org/abs/2307.09619,https://github.com/google-research/dataset_grouper.
Towards Open Federated Learning Platforms: Survey and Vision from Technical and Legal Perspectives,arXiv,2307,"Moming Duan, Qinbin Li, Linshan Jiang, Bingsheng He",Download Appendix from https://github.com/morningD/Towards-Open-Federated-Learning-Platforms-Survey/blob/main/TKDE-Tex/APPENDIX.pdf,https://arxiv.org/abs/2307.02140,https://github.com/morningD/Towards-Open-Federated-Learning-Platforms-Survey/blob/main/TKDE-Tex/APPENDIX.pdf
Training Latency Minimization for Model-Splitting Allowed Federated Edge Learning,arXiv,2307,"Yao Wen, Guopeng Zhang, Kezhi Wang, Kun Yang",,https://arxiv.org/abs/2307.11532,
UPFL: Unsupervised Personalized Federated Learning towards New Clients,arXiv,2307,"Tiandi Ye, Cen Chen, Yinggui Wang, Xiang Li, Ming Gao",,https://arxiv.org/abs/2307.15994,https://github.com/anonymous-federated-learning/code.
VertiBench: Advancing Feature Distribution Diversity in Vertical Federated Learning Benchmarks,arXiv,2307,"Zhaomin Wu, Junyi Hou, Bingsheng He",,https://arxiv.org/abs/2307.02040,
You Can Backdoor Personalized Federated Learning,arXiv,2307,"Tiandi Ye, Cen Chen, Yinggui Wang, Xiang Li, Ming Gao",Submitted to TKDD,https://arxiv.org/abs/2307.15971,https://github.com/BapFL/code.
Zero-touch realization of Pervasive Artificial Intelligence-as-a-service in 6G networks,arXiv,2307,"Emna Baccour, Mhd Saria Allahham, Aiman Erbad, Amr Mohamed, Ahmed Refaey Hussein, Mounir Hamdi",IEEE Communications Magazine,https://arxiv.org/abs/2307.11468,
(Amplified) Banded Matrix Factorization: A unified approach to private training,arXiv,2306,"Christopher A. Choquette-Choo, Arun Ganesh, Ryan McKenna, H. Brendan McMahan, Keith Rush, Abhradeep Thakurta, Zheng Xu","34 pages, 13 figures",https://arxiv.org/abs/2306.08153,
A Client-server Deep Federated Learning for Cross-domain Surgical Image Segmentation,arXiv,2306,"Ronast Subedi, Rebati Raman Gaire, Sharib Ali, Anh Nguyen, Danail Stoyanov, Binod Bhattarai",,https://arxiv.org/abs/2306.08720,https://github.com/thetna/distributed-da
A Distributed Computation Model Based on Federated Learning Integrates Heterogeneous models and Consortium Blockchain for Solving Time-Varying Problems,arXiv,2306,"Zhihao Hao, Guancheng Wang, Chunwei Tian, Bob Zhang",,https://arxiv.org/abs/2306.16023,
A First Order Meta Stackelberg Method for Robust Federated Learning,arXiv,2306,"Yunian Pan, Tao Li, Henger Li, Tianyi Xu, Zizhan Zheng, Quanyan Zhu",Accepted to ICML 2023 Workshop on The 2nd New Frontiers In Adversarial Machine Learning. Associated technical report arXiv:2306.13273,https://arxiv.org/abs/2306.13800,
A First Order Meta Stackelberg Method for Robust Federated Learning (Technical Report),arXiv,2306,"Henger Li, Tianyi Xu, Tao Li, Yunian Pan, Quanyan Zhu, Zizhan Zheng",Accepted to ICML 2023 Workshop on The 2nd New Frontiers In Adversarial Machine Learning. Workshop Proceedings version: arXiv:2306.13800,https://arxiv.org/abs/2306.13273,
A Lightweight Method for Tackling Unknown Participation Statistics in Federated Averaging,arXiv,2306,"Shiqiang Wang, Mingyue Ji",Accepted to ICLR 2024,https://arxiv.org/abs/2306.03401,
A Peer-to-peer Federated Continual Learning Network for Improving CT Imaging from Multiple Institutions,arXiv,2306,"Hao Wang, Ruihong He, Xiaoyu Zhang, Zhaoying Bian, Dong Zeng, Jianhua Ma",,https://arxiv.org/abs/2306.02037,
A Privacy-Preserving Federated Learning Approach for Kernel methods,arXiv,2306,"Anika Hannemann, Ali Burak Ünal, Arjhun Swaminathan, Erik Buchmann, Mete Akgün",Preprint version of the full paper with supplementary material,https://arxiv.org/abs/2306.02677,
A Safe Genetic Algorithm Approach for Energy Efficient Federated Learning in Wireless Communication Networks,arXiv,2306,"Lina Magoula, Nikolaos Koursioumpas, Alexandros-Ioannis Thanopoulos, Theodora Panagea, Nikolaos Petropouleas, M. A. Gutierrez-Estevez, Ramin Khalili","6 pages, 6 figures, Accepted in IEEE PIMRC 2023 Conference, Latest revision with small corrections (typos etc.)",https://arxiv.org/abs/2306.14237,
A Simple Data Augmentation for Feature Distribution Skewed Federated Learning,arXiv,2306,"Yunlu Yan, Lei Zhu","11 pages, 3 figures",https://arxiv.org/abs/2306.09363,
A Survey on Blockchain-Based Federated Learning and Data Privacy,arXiv,2306,"Bipin Chhetri, Saroj Gopali, Rukayat Olapojoye, Samin Dehbash, Akbar Siami Namin","Accepted in COMPSAC 2023IEEE 47th Annual Computers, Software, and Applications Conference Total 10 pages 9 pages and 1 page citation",https://arxiv.org/abs/2306.17338,
A Survey on Federated Learning Poisoning Attacks and Defenses,arXiv,2306,"Junchuan Lianga, Rong Wang, Chaosheng Feng, Chin-Chen Chang",,https://arxiv.org/abs/2306.03397,
A Systematic Literature Review on Client Selection in Federated Learning,arXiv,2306,"Carl Smestad, Jingyue Li",,https://arxiv.org/abs/2306.04862,
Adaptive Compression in Federated Learning via Side Information,arXiv,2306,"Berivan Isik, Francesco Pase, Deniz Gunduz, Sanmi Koyejo, Tsachy Weissman, Michele Zorzi","Published at the International Conference on Artificial Intelligence and Statistics (AISTATS), 2024",https://arxiv.org/abs/2306.12625,
Adaptive Federated Learning with Auto-Tuned Clients,arXiv,2306,"Junhyung Lyle Kim, Mohammad Taha Toghani, César A. Uribe, Anastasios Kyrillidis",,https://arxiv.org/abs/2306.11201,
Addressing Budget Allocation and Revenue Allocation in Data Market Environments Using an Adaptive Sampling Algorithm,arXiv,2306,"Boxin Zhao, Boxiang Lyu, Raul Castro Fernandez, Mladen Kolar",Published on International Conference on Machine Learning (ICML) 2023,https://arxiv.org/abs/2306.02543,
An Efficient Virtual Data Generation Method for Reducing Communication in Federated Learning,arXiv,2306,"Cheng Yang, Xue Yang, Dongxian Wu, Xiaohu Tang",There are errors in the experimental settings in our paper,https://arxiv.org/abs/2306.12088,
An Efficient and Multi-private Key Secure Aggregation for Federated Learning,arXiv,2306,"Xue Yang, Zifeng Liu, Xiaohu Tang, Rongxing Lu, Bo Liu",,https://arxiv.org/abs/2306.08970,
An Intelligent Mechanism for Monitoring and Detecting Intrusions in IoT Devices,arXiv,2306,"Vitalina Holubenko, Paulo Silva, Carlos Bento",Paper accepted in 2023 IEEE 20th Consumer Communications & Networking Conference (CCNC),https://arxiv.org/abs/2306.17187,
Analysis of a contention-based approach over 5G NR for Federated Learning in an Industrial Internet of Things scenario,arXiv,2306,"Giampaolo Cuozzo, Jonas Pettersson, Massimo Condoluci",,https://arxiv.org/abs/2306.06647,
AnoFel: Supporting Anonymity for Privacy-Preserving Federated Learning,arXiv,2306,"Ghada Almashaqbeh, Zahra Ghodsi",,https://arxiv.org/abs/2306.06825,
Avoid Adversarial Adaption in Federated Learning by Multi-Metric Investigations,arXiv,2306,"Torsten Krauß, Alexandra Dmitrienko","25 pages, 14 figures, 23 tables, 11 equations",https://arxiv.org/abs/2306.03600,
Beta Thalassemia Carriers detection empowered federated Learning,arXiv,2306,"Muhammad Shoaib Farooq, Hafiz Ali Younas","pages 17, figures 8",https://arxiv.org/abs/2306.01818,
Bkd-FedGNN: A Benchmark for Classification Backdoor Attacks on Federated Graph Neural Network,arXiv,2306,"Fan Liu, Siqi Lai, Yansong Ning, Hao Liu",,https://arxiv.org/abs/2306.10351,https://github.com/usail-hkust/BkdFedGCN.
"Blockchain-Enabled Federated Learning: A Reference Architecture Design, Implementation, and Verification",arXiv,2306,"Eunsu Goh, Dae-Yeol Kim, Kwangkee Lee, Suyeong Oh, Jong-Eui Chae, Do-Yup Kim","14 pages, 15 figures, 3 tables",https://arxiv.org/abs/2306.10841,
Blockchain-based Federated Learning for Decentralized Energy Management Systems,arXiv,2306,"Abdulrezzak Zekiye, Öznur Özkasap","9 pages, 2 figures, 2 tables. Accepted for publication in The Fifth International Conference on Blockchain Computing and Applications (BCCA 2023)",https://arxiv.org/abs/2306.17186,
Byzantine-Robust Clustered Federated Learning,arXiv,2306,"Zhixu Tao, Kun Yang, Sanjeev R. Kulkarni",,https://arxiv.org/abs/2306.00638,
CRS-FL: Conditional Random Sampling for Communication-Efficient and Privacy-Preserving Federated Learning,arXiv,2306,"Jianhua Wang, Xiaolin Chang, Jelena Mišić, Vojislav B. Mišić, Lin Li, Yingying Yao",,https://arxiv.org/abs/2306.00674,
CSMAAFL: Client Scheduling and Model Aggregation in Asynchronous Federated Learning,arXiv,2306,"Xiang Ma, Qun Wang, Haijian Sun, Rose Qingyang Hu, Yi Qian",,https://arxiv.org/abs/2306.01207,
Closing the Loop: Testing ChatGPT to Generate Model Explanations to Improve Human Labelling of Sponsored Content on Social Media,arXiv,2306,"Thales Bertaglia, Stefan Huber, Catalina Goanta, Gerasimos Spanakis, Adriana Iamnitchi","Accepted to The World Conference on eXplainable Artificial Intelligence, Lisbon, Portugal, July 2023",https://arxiv.org/abs/2306.05115,
Communication Resources Constrained Hierarchical Federated Learning for End-to-End Autonomous Driving,arXiv,2306,"Wei-Bin Kou, Shuai Wang, Guangxu Zhu, Bin Luo, Yingxian Chen, Derrick Wing Kwan Ng, Yik-Chung Wu",,https://arxiv.org/abs/2306.16169,
Communication-Efficient Gradient Descent-Accent Methods for Distributed Variational Inequalities: Unified Analysis and Local Updates,arXiv,2306,"Siqi Zhang, Sayantan Choudhury, Sebastian U Stich, Nicolas Loizou",,https://arxiv.org/abs/2306.05100,
"Communication-Efficient Zeroth-Order Distributed Online Optimization: Algorithm, Theory, and Applications",arXiv,2306,"Ege C. Kaya, M. Berk Sahin, Abolfazl Hashemi","21 pages, 5 figures, and this paper has been accepted by IEEE Access",https://arxiv.org/abs/2306.05655,
Confidence-based federated distillation for vision-based lane-centering,arXiv,2306,"Yitao Chen, Dawei Chen, Haoxin Wang, Kyungtae Han, Ming Zhao","5 pages, 5 figures",https://arxiv.org/abs/2306.03222,
Conformal Prediction for Federated Uncertainty Quantification Under Label Shift,arXiv,2306,"Vincent Plassier, Mehdi Makni, Aleksandr Rubashevskii, Eric Moulines, Maxim Panov",ICML 2023,https://arxiv.org/abs/2306.05131,
Consensus ALADIN: A Framework for Distributed Optimization and Its Application in Federated Learning,arXiv,2306,"Xu Du, Jingzhe Wang",,https://arxiv.org/abs/2306.05662,
Cooperative Hardware-Prompt Learning for Snapshot Compressive Imaging,arXiv,2306,"Jiamian Wang, Zongliang Wu, Yulun Zhang, Xin Yuan, Tao Lin, Zhiqiang Tao","11 figures, 4 tables",https://arxiv.org/abs/2306.01176,
Correct orchestration of Federated Learning generic algorithms: formalisation and verification in CSP,arXiv,2306,"Ivan Prokić, Silvia Ghilezan, Simona Kašterović, Miroslav Popovic, Marko Popovic, Ivan Kaštelan",arXiv admin note: text overlap with arXiv:2305.20027,https://arxiv.org/abs/2306.14529,
Covert Communication Based on the Poisoning Attack in Federated Learning,arXiv,2306,"Junchuan Liang, Rong Wang",,https://arxiv.org/abs/2306.01342,
Cross-Modal Vertical Federated Learning for MRI Reconstruction,arXiv,2306,"Yunlu Yan, Hong Wang, Yawen Huang, Nanjun He, Lei Zhu, Yuexiang Li, Yong Xu, Yefeng Zheng","12 pages, 7 figures",https://arxiv.org/abs/2306.02673,
DP-BREM: Differentially-Private and Byzantine-Robust Federated Learning with Client Momentum,arXiv,2306,"Xiaolan Gu, Ming Li, Li Xiong",arXiv admin note: text overlap with arXiv:2112.12727 by other authors,https://arxiv.org/abs/2306.12608,
DU-Shapley: A Shapley Value Proxy for Efficient Dataset Valuation,arXiv,2306,"Felipe Garrido-Lucero, Benjamin Heymann, Maxime Vono, Patrick Loiseau, Vianney Perchet",22 pages,https://arxiv.org/abs/2306.02071,
Data-Heterogeneous Hierarchical Federated Learning with Mobility,arXiv,2306,"Tan Chen, Jintao Yan, Yuxuan Sun, Sheng Zhou, Deniz Gunduz, Zhisheng Niu",,https://arxiv.org/abs/2306.10692,
Decentralized Federated Learning: A Survey and Perspective,arXiv,2306,"Liangqi Yuan, Ziran Wang, Lichao Sun, Philip S. Yu, Christopher G. Brinton",,https://arxiv.org/abs/2306.01603,
Decentralized Healthcare Systems with Federated Learning and Blockchain,arXiv,2306,"Abdulrezzak Zekiye, Öznur Özkasap","5 pages, 1 figure, 1 table. Published in the 14th Turkish Congress of Medical Informatics Association (Turkmia)",https://arxiv.org/abs/2306.17188,
Decentralized Online Federated G-Network Learning for Lightweight Intrusion Detection,arXiv,2306,"Mert Nakıp, Baran Can Gül, Erol Gelenbe",,https://arxiv.org/abs/2306.13029,
"Decentralized Quantum Federated Learning for Metaverse: Analysis, Design and Implementation",arXiv,2306,"Dev Gurung, Shiva Raj Pokhrel, Gang Li",,https://arxiv.org/abs/2306.11297,
Differentially Private Distributed Estimation and Learning,arXiv,2306,"Marios Papachristou, M. Amin Rahimian","Accepted for publication at IISE Transactions (Special issue on Federated, Distributed Learning and Analytics)",https://arxiv.org/abs/2306.15865,
Differentially Private Over-the-Air Federated Learning Over MIMO Fading Channels,arXiv,2306,"Hang Liu, Jia Yan, Ying-Jun Angela Zhang","This work has been accepted by the IEEE for possible publication. Copyright may be transferred without notice, after which this version may no longer be accessible",https://arxiv.org/abs/2306.10982,
Differentially Private Wireless Federated Learning Using Orthogonal Sequences,arXiv,2306,"Xizixiang Wei, Tianhao Wang, Ruiquan Huang, Cong Shen, Jing Yang, H. Vincent Poor","33 pages, 5 figures",https://arxiv.org/abs/2306.08280,
Differentially private sliced inverse regression in the federated paradigm,arXiv,2306,"Shuaida He, Jiarui Zhang, Xin Chen",,https://arxiv.org/abs/2306.06324,
Distributed Trust Through the Lens of Software Architecture,arXiv,2306,"Sin Kit Lo, Yue Liu, Guangsheng Yu, Qinghua Lu, Xiwei Xu, Liming Zhu",,https://arxiv.org/abs/2306.08056,
Edge Intelligence Over the Air: Two Faces of Interference in Federated Learning,arXiv,2306,"Zihan Chen, Howard H. Yang, Tony Q. S. Quek","7 pages, 6 figures. Accepted by IEEE Communications Magazine",https://arxiv.org/abs/2306.10299,
"Edge Learning for 6G-enabled Internet of Things: A Comprehensive Survey of Vulnerabilities, Datasets, and Defenses",arXiv,2306,"Mohamed Amine Ferrag, Othmane Friha, Burak Kantarci, Norbert Tihanyi, Lucas Cordeiro, Merouane Debbah, Djallel Hamouda, Muna Al-Hawawreh, Kim-Kwang Raymond Choo",This paper has been accepted for publication in IEEE Communications Surveys \& Tutorials,https://arxiv.org/abs/2306.10309,
Elastically-Constrained Meta-Learner for Federated Learning,arXiv,2306,"Peng Lan, Donglai Chen, Chong Xie, Keshu Chen, Jinyuan He, Juntao Zhang, Yonghong Chen, Yan Xu",FL-IJCAI'23,https://arxiv.org/abs/2306.16703,
Evaluating and Incentivizing Diverse Data Contributions in Collaborative Learning,arXiv,2306,"Baihe Huang, Sai Praneeth Karimireddy, Michael I. Jordan",,https://arxiv.org/abs/2306.05592,
Exploring Data Redundancy in Real-world Image Classification through Data Selection,arXiv,2306,"Zhenyu Tang, Shaoting Zhang, Xiaosong Wang","18 pages, 8 figures",https://arxiv.org/abs/2306.14113,(https://github.com/ZhenyuTANG2023/data_selection).
FACT: Federated Adversarial Cross Training,arXiv,2306,"Stefan Schrod, Jonas Lippl, Andreas Schäfer, Michael Altenbuchinger",,https://arxiv.org/abs/2306.00607,
FLEdge: Benchmarking Federated Machine Learning Applications in Edge Computing Systems,arXiv,2306,"Herbert Woisetschläger, Alexander Isenko, Ruben Mayer, Hans-Arno Jacobsen",Preprint. Under Review,https://arxiv.org/abs/2306.05172,
FLGo: A Fully Customizable Federated Learning Platform,arXiv,2306,"Zheng Wang, Xiaoliang Fan, Zhaopeng Peng, Xueheng Li, Ziqi Yang, Mingkuan Feng, Zhicheng Yang, Xiao Liu, Cheng Wang",,https://arxiv.org/abs/2306.12079,\url{flgo-xmu.github.io}.
FSAR: Federated Skeleton-based Action Recognition with Adaptive Topology Structure and Knowledge Distillation,arXiv,2306,"Jingwen Guo, Hong Liu, Shitong Sun, Tianyu Guo, Min Zhang, Chenyang Si",,https://arxiv.org/abs/2306.11046,
Fair yet Asymptotically Equal Collaborative Learning,arXiv,2306,"Xiaoqiang Lin, Xinyi Xu, See-Kiong Ng, Chuan-Sheng Foo, Bryan Kian Hsiang Low","Accepted to 40th International Conference on Machine Learning (ICML 2023), 37 pages",https://arxiv.org/abs/2306.05764,
Fairness and Privacy-Preserving in Federated Learning: A Survey,arXiv,2306,"Taki Hasan Rafi, Faiza Anan Noor, Tahmid Hussain, Dong-Kyu Chae",23 pages; 2 figures,https://arxiv.org/abs/2306.08402,
Fast Optimal Locally Private Mean Estimation via Random Projections,arXiv,2306,"Hilal Asi, Vitaly Feldman, Jelani Nelson, Huy L. Nguyen, Kunal Talwar",Added the correct github link,https://arxiv.org/abs/2306.04444,github
FeSViBS: Federated Split Learning of Vision Transformer with Block Sampling,arXiv,2306,"Faris Almalik, Naif Alkhunaizi, Ibrahim Almakky, Karthik Nandakumar",,https://arxiv.org/abs/2306.14638,https://github.com/faresmalik/FeSViBS
FedBone: Towards Large-Scale Federated Multi-Task Learning,arXiv,2306,"Yiqiang Chen, Teng Zhang, Xinlong Jiang, Qian Chen, Chenlong Gao, Wuliang Huang",,https://arxiv.org/abs/2306.17465,
FedCIP: Federated Client Intellectual Property Protection with Traitor Tracking,arXiv,2306,"Junchuan Liang, Rong Wang",,https://arxiv.org/abs/2306.01356,
FedCSD: A Federated Learning Based Approach for Code-Smell Detection,arXiv,2306,"Sadi Alawadi, Khalid Alkharabsheh, Fahed Alkhabbas, Victor Kebande, Feras M. Awaysheh, Fabio Palomba, Mohammed Awad","17 pages, 7 figures, Journal paper",https://arxiv.org/abs/2306.00038,
FedDec: Peer-to-peer Aided Federated Learning,arXiv,2306,"Marina Costantini, Giovanni Neglia, Thrasyvoulos Spyropoulos","14 pages, 6 figures in png or pdf format",https://arxiv.org/abs/2306.06715,
FedET: A Communication-Efficient Federated Class-Incremental Learning Framework Based on Enhanced Transformer,arXiv,2306,"Chenghao Liu, Xiaoyang Qu, Jianzong Wang, Jing Xiao",Accepted by 2023 International Joint Conference on Artificial Intelligence (IJCAI2023),https://arxiv.org/abs/2306.15347,
FedJETs: Efficient Just-In-Time Personalization with Federated Mixture of Experts,arXiv,2306,"Chen Dun, Mirian Hipolito Garcia, Guoqing Zheng, Ahmed Hassan Awadallah, Robert Sim, Anastasios Kyrillidis, Dimitrios Dimitriadis",19 Pages,https://arxiv.org/abs/2306.08586,
FedMLSecurity: A Benchmark for Attacks and Defenses in Federated Learning and Federated LLMs,arXiv,2306,"Shanshan Han, Baturalp Buyukates, Zijian Hu, Han Jin, Weizhao Jin, Lichao Sun, Xiaoyang Wang, Wenxuan Wu, Chulin Xie, Yuhang Yao, Kai Zhang, Qifan Zhang, Yuhui Zhang, Carlee Joe-Wong, Salman Avestimehr, Chaoyang He",,https://arxiv.org/abs/2306.04959,
FedMultimodal: A Benchmark For Multimodal Federated Learning,arXiv,2306,"Tiantian Feng, Digbalay Bose, Tuo Zhang, Rajat Hebbar, Anil Ramakrishna, Rahul Gupta, Mi Zhang, Salman Avestimehr, Shrikanth Narayanan",This paper was accepted to KDD 2023 Applied Data Science (ADS) track,https://arxiv.org/abs/2306.09486,https://github.com/usc-sail/fed-multimodal.
FedNoisy: Federated Noisy Label Learning Benchmark,arXiv,2306,"Siqi Liang, Jintao Huang, Junyuan Hong, Dun Zeng, Jiayu Zhou, Zenglin Xu",Add Clothing1M results,https://arxiv.org/abs/2306.11650,\codeword{https://github.com/SMILELab-FL/FedNoisy}.
FedSampling: A Better Sampling Strategy for Federated Learning,arXiv,2306,"Tao Qi, Fangzhao Wu, Lingjuan Lyu, Yongfeng Huang, Xing Xie",IJCAI 2023,https://arxiv.org/abs/2306.14245,
FedSelect: Customized Selection of Parameters for Fine-Tuning during Personalized Federated Learning,arXiv,2306,"Rishub Tamirisa, John Won, Chengjun Lu, Ron Arel, Andy Zhou",Work in progress,https://arxiv.org/abs/2306.13264,
FedVal: Different good or different bad in federated learning,arXiv,2306,"Viktor Valadi, Xinchi Qiu, Pedro Porto Buarque de Gusmão, Nicholas D. Lane, Mina Alibeigi",To appear in the proceedings of the USENIX Security Symposium 2023,https://arxiv.org/abs/2306.04040,
FedWon: Triumphing Multi-domain Federated Learning Without Normalization,arXiv,2306,"Weiming Zhuang, Lingjuan Lyu",ICLR 2024,https://arxiv.org/abs/2306.05879,
Federated Deep Learning for Intrusion Detection in IoT Networks,arXiv,2306,"Othmane Belarbi, Theodoros Spyridopoulos, Eirini Anthi, Ioannis Mavromatis, Pietro Carnelli, Aftab Khan","6 pages, 4 figues, 3 tables. To be presented at the IEEE Global Communications Conference in December 2023",https://arxiv.org/abs/2306.02715,
Federated Deep Reinforcement Learning-based Bitrate Adaptation for Dynamic Adaptive Streaming over HTTP,arXiv,2306,"Phuong L. Vo, Nghia T. Nguyen, Long Luu, Canh T. Dinh, Nguyen H. Tran, Tuan-Anh Le","13 pages, 1 column",https://arxiv.org/abs/2306.15860,
Federated Domain Generalization: A Survey,arXiv,2306,"Ying Li, Xingwei Wang, Rongfei Zeng, Praveen Kumar Donta, Ilir Murturi, Min Huang, Schahram Dustdar",,https://arxiv.org/abs/2306.01334,
Federated Ensemble YOLOv5 -- A Better Generalized Object Detection Algorithm,arXiv,2306,"Vinit Hegiste, Tatjana Legler, Martin Ruskowski",8 pages and submitted to FLTA2023 symposium under IEEE,https://arxiv.org/abs/2306.17829,
Federated Few-shot Learning,arXiv,2306,"Song Wang, Xingbo Fu, Kaize Ding, Chen Chen, Huiyuan Chen, Jundong Li",SIGKDD 2023,https://arxiv.org/abs/2306.10234,https://github.com/SongW-SW/F2L.
Federated Generative Learning with Foundation Models,arXiv,2306,"Jie Zhang, Xiaohua Qi, Bo Zhao",,https://arxiv.org/abs/2306.16064,
Federated Graph Learning for Low Probability of Detection in Wireless Ad-Hoc Networks,arXiv,2306,"Sivaram Krishnan, Jihong Park, Subhash Sagar, Gregory Sherman, Benjamin Campbell, Jinho Choi",,https://arxiv.org/abs/2306.01143,
Federated Learning Approach for Distributed Ransomware Analysis,arXiv,2306,"Aldin Vehabovic, Hadi Zanddizari, Farook Shaikh, Nasir Ghani, Morteza Safaei Pour, Elias Bou-Harb, Jorge Crichigno","8 figures, 4 tables",https://arxiv.org/abs/2306.14090,
Federated Learning Based Distributed Localization of False Data Injection Attacks on Smart Grids,arXiv,2306,"Cihat Keçeci, Katherine R. Davis, Erchin Serpedin","9 pages, 6 figures",https://arxiv.org/abs/2306.10420,
Federated Learning Games for Reconfigurable Intelligent Surfaces via Causal Representations,arXiv,2306,"Charbel Bou Chaaya, Sumudu Samarakoon, Mehdi Bennis","6 pages, 4 figures",https://arxiv.org/abs/2306.01306,
Federated Learning You May Communicate Less Often!,arXiv,2306,"Milad Sefidgaran, Romain Chor, Abdellatif Zaidi, Yijun Wan",,https://arxiv.org/abs/2306.05862,
Federated Learning for Medical Image Analysis: A Survey,arXiv,2306,"Hao Guan, Pew-Thian Yap, Andrea Bozoki, Mingxia Liu","17 pages, 6 figures",https://arxiv.org/abs/2306.05980,
Federated Learning of Models Pre-Trained on Different Features with Consensus Graphs,arXiv,2306,"Tengfei Ma, Trong Nghia Hoang, Jie Chen",,https://arxiv.org/abs/2306.01240,
Federated Learning on Non-iid Data via Local and Global Distillation,arXiv,2306,"Xiaolin Zheng, Senci Ying, Fei Zheng, Jianwei Yin, Longfei Zheng, Chaochao Chen, Fengqin Dong",Accpeted in IEEE ICWS 2023,https://arxiv.org/abs/2306.14443,
Federated Learning under Covariate Shifts with Generalization Guarantees,arXiv,2306,"Ali Ramezani-Kebrya, Fanghui Liu, Thomas Pethick, Grigorios Chrysos, Volkan Cevher",Published in Transactions on Machine Learning Research (TMLR),https://arxiv.org/abs/2306.05325,
Federated Learning-based Vehicle Trajectory Prediction against Cyberattacks,arXiv,2306,"Zhe Wang, Tingkai Yan",,https://arxiv.org/abs/2306.08566,
Federated Linear Contextual Bandits with User-level Differential Privacy,arXiv,2306,"Ruiquan Huang, Huanyu Zhang, Luca Melis, Milan Shen, Meisam Hajzinia, Jing Yang",Accepted by ICML 2023,https://arxiv.org/abs/2306.05275,
Federated Multi-Sequence Stochastic Approximation with Local Hypergradient Estimation,arXiv,2306,"Davoud Ataee Tarzanagh, Mingchen Li, Pranay Sharma, Samet Oymak",,https://arxiv.org/abs/2306.01648,
Federated Object Detection for Quality Inspection in Shared Production,arXiv,2306,"Vinit Hegiste, Tatjana Legler, Martin Ruskowski",Will submit it to an IEEE conference,https://arxiv.org/abs/2306.17645,
Federated Self-Learning with Weak Supervision for Speech Recognition,arXiv,2306,"Milind Rao, Gopinath Chennupati, Gautam Tiwari, Anit Kumar Sahu, Anirudh Raju, Ariya Rastrow, Jasha Droppo",Proceedings of ICASSP 2023,https://arxiv.org/abs/2306.12015,
