title,author,venue_name,publish_date,url,code,crawl_timestamp
Cloud databases,"Guoliang Li, Haowen Dong, Chao Zhang","<ul><li><span style=""color:#FF5733;"">Proceedings of the VLDB Endowment</span></li></ul>","<li><span style=""color:#FF5733;"">2022-08-01</span></li>","<ul><li><a href=""https://doi.org/10.14778/3554821.3554893"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:05
"Cloud et transformation digitale : SI hybride, protection des données, anatomie des grandes plateformes Ed. 5",Guillaume Plouin,"<ul><li><span style=""color:#FF5733;"">Dunod eBooks</span></li></ul>","<li><span style=""color:#FF5733;"">2019-01-01</span></li>","<ul><li><a href=""https://bnt.execvox.com/catalog/book/88870408?_locale=fr"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:41
Cloud in Developing Native Applications,"Rahul G Das, Prof. Rahul Pawa","<ul><li><span style=""color:#FF5733;"">International Journal of Research Publication and Reviews</span></li></ul>","<li><span style=""color:#FF5733;"">2024-03-01</span></li>","<ul><li><a href=""https://doi.org/10.55248/gengpi.5.0324.0903"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:21
Cloud migration and microservices optimization framework for large-scale enterprises,"Emmanuel Cadet, Olajide Soji Osundare, Harrison Oke Ekpobimi, Zein Samira, Yodit Wondaferew Weldegeorgise","<ul><li><span style=""color:#FF5733;"">Open Access Research Journal of Engineering and Technology</span></li></ul>","<li><span style=""color:#FF5733;"">2024-10-17</span></li>","<ul><li><a href=""https://doi.org/10.53022/oarjet.2024.7.2.0059"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:22
Cloud robotics law and regulation,"Eduard Fosch‐Villaronga, Christopher Millard","<ul><li><span style=""color:#FF5733;"">Robotics and Autonomous Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2019-06-21</span></li>","<ul><li><a href=""https://doi.org/10.1016/j.robot.2019.06.003"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:09
Cloud services for the Fermilab scientific stakeholders,"S. Timm, Gabriele Garzoglio, Parag Mhashilkar, J. Boyd, Gerard Bernabeu, N.G. Sharma, N Peregonow, H Kim, S. Y. Noh, Sandeep Palur, Ioan Raicu","<ul><li><span style=""color:#FF5733;"">Journal of Physics Conference Series</span></li></ul>","<li><span style=""color:#FF5733;"">2015-12-23</span></li>","<ul><li><a href=""https://doi.org/10.1088/1742-6596/664/2/022039"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:47
Cloud technologies for enterprise financial transformation: A comprehensive guide,Sheetal Anand Tigadikar,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Engineering Technology and Sciences</span></li></ul>","<li><span style=""color:#FF5733;"">2025-04-08</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjaets.2025.15.1.0202"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:33
Cloud vs Serverless Computing: A Security Point of View,"José Manuel Ortega Candel, Aya Elouali, Francisco José Mora Gimeno, Higinio Mora","<ul><li><span style=""color:#FF5733;"">Lecture Notes in Networks and Systems</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1007/978-3-031-21333-5_109"" target=""_blank"" style=""color:#FF5733;"">[ScienceDirect]</a></li></ul>",,2025-07-17 17:17:20
Cloud vs Traditional Disaster Recovery Techniques : A Comparative Analysis,Oluwasanmi Richard Arogundade,"<ul><li><span style=""color:#FF5733;"">IARJSET</span></li></ul>","<li><span style=""color:#FF5733;"">2023-04-20</span></li>","<ul><li><a href=""https://doi.org/10.17148/iarjset.2023.10430"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:22
"Cloud, fog, and serverless computing environment for intelligent sensor networks in smart cities","Hamed Tabrizchi, Marjan Kuchaki Rafsanjani","<ul><li><span style=""color:#FF5733;"">Digital Twin and Blockchain for Sensor Networks in Smart Cities</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1016/b978-0-443-30076-9.00003-0"" target=""_blank"" style=""color:#FF5733;"">[ScienceDirect]</a></li></ul>",,2025-07-17 16:01:57
Cloud-Based API Gateways for Seamless Multi-Platform Integration,Ravinder Ramidi -,"<ul><li><span style=""color:#FF5733;"">International Journal of Scientific Research in Computer Science Engineering and Information Technology</span></li></ul>","<li><span style=""color:#FF5733;"">2025-03-26</span></li>","<ul><li><a href=""https://doi.org/10.32628/cseit25112723"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:30
Cloud-Based Architectures for Auto-Scalable Web Geoportals towards the Cloudification of the GeoVITe Swiss Academic Geoportal,"Ionuț Iosifescu Enescu, Claudia Matthys, Charalampos Gkonos, Cristina M. Iosifescu Enescu, Lorenz Hurni","<ul><li><span style=""color:#FF5733;"">ISPRS International Journal of Geo-Information</span></li></ul>","<li><span style=""color:#FF5733;"">2017-06-25</span></li>","<ul><li><a href=""https://doi.org/10.3390/ijgi6070192"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:49
Cloud-Based Digital Twins’ Storage in Emergency Healthcare,"Erdan Wang, Pouria Tayebi, Yeong-Tae Song","<ul><li><span style=""color:#FF5733;"">The International journal of networked and distributed computing</span></li></ul>","<li><span style=""color:#FF5733;"">2023-08-27</span></li>","<ul><li><a href=""https://doi.org/10.1007/s44227-023-00011-y"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:23
Cloud-Based Enterprise Systems: Bridging Scalability and Security in Healthcare and Finance,Shishir Subramanyam,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2025-03-07</span></li>","<ul><li><a href=""https://doi.org/10.71097/ijsat.v16.i1.2305"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:33
Cloud-Based Implementation of a SON Radio Resources Planning System for Mobile Networks and Integration in SaaS Metric,"Rodrigo Cortesao, Daniel Fernandes, Gabriela Soares, Diogo Clemente, Pedro Sebastião, Lúcio S. Ferreira","<ul><li><span style=""color:#FF5733;"">IEEE Access</span></li></ul>","<li><span style=""color:#FF5733;"">2021-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/access.2021.3087398"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:07
Cloud-Based Intelligent Vehicle Navigation and Control,"Jeffrey Wallace, Sara Jane Kambouris, Robert de Courcy, Jacob Haskins","<ul><li><span style=""color:#FF5733;"">2021 International Conference on Computational Science and Computational Intelligence (CSCI)</span></li></ul>","<li><span style=""color:#FF5733;"">2017-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/csci.2017.141"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:09
"Cloud-Based License Plate Recognition: A Comparative Approach Using You Only Look Once Versions 5, 7, 8, and 9 Object Detection","Christine Bukola Asaju, Pius Adewale Owolawi, Chunling Tu, Etienne Van Wyk","<ul><li><span style=""color:#FF5733;"">Information</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-16</span></li>","<ul><li><a href=""https://doi.org/10.3390/info16010057"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:56
Cloud-Based Parkinson’s Disease Diagnosis Using Machine Learning,"Ahmed R. Nasser, Ali M. Mahmood","<ul><li><span style=""color:#FF5733;"">Mathematical Modelling and Engineering Problems</span></li></ul>","<li><span style=""color:#FF5733;"">2021-12-22</span></li>","<ul><li><a href=""https://doi.org/10.18280/mmep.080610"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:50
Cloud-Based RFID Mutual Authentication Protocol without Leaking Location Privacy to the Cloud,"Qingkuan Dong, Jiaqing Tong, Yuan Chen","<ul><li><span style=""color:#FF5733;"">International Journal of Distributed Sensor Networks</span></li></ul>","<li><span style=""color:#FF5733;"">2015-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1155/2015/937198"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:00
Cloud-Based Reliability Engineering: Strategies for Ensuring High Availability and Performance,Sumanth Tatineni,"<ul><li><span style=""color:#FF5733;"">International Journal of Science and Research (IJSR)</span></li></ul>","<li><span style=""color:#FF5733;"">2023-11-05</span></li>","<ul><li><a href=""https://doi.org/10.21275/sr231113060258"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:01
Cloud-Based Self-Organizing UAV Swarm Simulation Platform,"Suren Poghosyan, Vahagn Poghosyan, Artyom Lazyan, Agit Atashyan, Davit Hayrapetyan, Hrachya Astsatryan","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-09-14</span></li>","<ul><li><a href=""https://doi.org/10.51408/csit2023_21"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:44
Cloud-Based Serverless Computing Enables Accelerated Monte Carlo-Based Scatter Correction for Positron Emission Tomography,"Reimund Bayerlein, Vivek Swarnakar, B. A. Spencer, A.R. Selfridge, Edwin K. Leung, Lorenzo Nardo, Simon R. Cherry, Ramsey D. Badawi","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-11-04</span></li>","<ul><li><a href=""https://doi.org/10.1109/nssmicrtsd49126.2023.10337966"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:36
"Cloud-Based Social Media Platforms: Architectures, Challenges and Future Trends","D. Kavitha, M Sait, Rohit Kumar Singh, Priyanshu priyanshu, Muhammad Yousaf Raza","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2025-05-27</span></li>","<ul><li><a href=""https://doi.org/10.38124/ijisrt/25may1223"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:38
Cloud-Based Software Development Lifecycle: A Simplified Algorithm for Cloud Service Provider Evaluation with Metric Analysis,"S Santhosh, Narayana Swamy Ramaiah","<ul><li><span style=""color:#FF5733;"">Big Data Mining and Analytics</span></li></ul>","<li><span style=""color:#FF5733;"">2023-01-26</span></li>","<ul><li><a href=""https://doi.org/10.26599/bdma.2022.9020016"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:44
Cloud-Based Statistical Process Control Mobile Application Development For Smart Manufacturing,"Chong Lim, Jeng Feng Chin","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-05-10</span></li>","<ul><li><a href=""https://doi.org/10.46254/ap03.20220266"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:15
Cloud-Centric Architectures for Social Media: A Review of Challenges and Evolutionary Trends,"Hami Rabbani, S. Fathhoor Rabbani, Yusuf Perwej, Farheen Siddiqui, Nikhat Akhtar","<ul><li><span style=""color:#FF5733;"">International Journal of Scientific Research in Computer Science Engineering and Information Technology</span></li></ul>","<li><span style=""color:#FF5733;"">2025-06-20</span></li>","<ul><li><a href=""https://doi.org/10.32628/cseit25113389"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:17
Cloud-Edge-Client Continuum: Leveraging Browsers as Deployment Nodes with Virtual Pods,"Mario Colosi, Marco Garofalo, Antonino Galletta, Maria Fazio, Antonio Celesti, Massimo Villari","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-04</span></li>","<ul><li><a href=""https://doi.org/10.1145/3632366.3632395"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:12
Cloud-Enabled Facial Emotion Recognition: A Comprehensive AWS Rekognition Analysis,"Yogendra Chowdary, Batta Chaitany A Kishore, Sai Harsha Pingali, Chalavadi Kvss Pavan Aditya, K. V. D. Kiran","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2024-03-11</span></li>","<ul><li><a href=""https://doi.org/10.1109/icicv62344.2024.00131"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:06
Cloud-Native AI Solutions: Transforming enterprise application development,Pradeep Kiran Verravalli,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Research and Reviews</span></li></ul>","<li><span style=""color:#FF5733;"">2025-04-27</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjarr.2025.26.1.1402"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:35
Cloud-Native Application Development,Tarun Telang,"<ul><li><span style=""color:#FF5733;"">Apress eBooks</span></li></ul>","<li><span style=""color:#FF5733;"">2022-12-21</span></li>","<ul><li><a href=""https://doi.org/10.1007/978-1-4842-8832-0_2"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:23
Cloud-Native Applications,"Dennis Gannon, Roger Barga, Neel Sundaresan","<ul><li><span style=""color:#FF5733;"">IEEE Cloud Computing</span></li></ul>","<li><span style=""color:#FF5733;"">2017-09-01</span></li>","<ul><li><a href=""https://doi.org/10.1109/mcc.2017.4250939"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:13
Cloud-Native Architecture and Conversational AI: Revolutionizing Enterprise Automation,Karthik Reddy Thondalapally,"<ul><li><span style=""color:#FF5733;"">International Journal of Scientific Research in Computer Science Engineering and Information Technology</span></li></ul>","<li><span style=""color:#FF5733;"">2025-03-19</span></li>","<ul><li><a href=""https://doi.org/10.32628/cseit25112534"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:23
Cloud-Native Computing: A Survey from the Perspective of Services,"Shuiguang Deng, Hailiang Zhao, Binbin Huang, Cheng Zhang, Feiyi Chen, Yinuo Deng, Jianwei Yin, Schahram Dustdar, Albert Y. Zomaya","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-06-14</span></li>","<ul><li><a href=""https://doi.org/10.36227/techrxiv.23500383.v1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:44
Cloud-Native GPU-Enabled Architecture for Parallel Video Encoding,"Andoni Salcedo‐Navarro, Raúl Peña-Ortiz, José M. Claver, Miguel García, J. Aguado","<ul><li><span style=""color:#FF5733;"">Lecture notes in computer science</span></li></ul>","<li><span style=""color:#FF5733;"">2024-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1007/978-3-031-69583-4_23"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:39
Cloud-Native Middleware: Architecting Scalable and Resilient Healthcare Delivery Systems,Ravi Teja Avireneni,"<ul><li><span style=""color:#FF5733;"">Journal of Computer Science and Technology Studies</span></li></ul>","<li><span style=""color:#FF5733;"">2025-05-23</span></li>","<ul><li><a href=""https://doi.org/10.32996/jcsts.2025.7.3.100"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:26
Cloud-Native Reliability: Applying SRE to Serverless and Event-Driven Architectures,Hitesh Allam,"<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2024-01-01</span></li>","<ul><li><a href=""https://doi.org/10.63282/3050-9262.ijaidsml-v5i3p108"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:54
Cloud-Native Repositories for Big Scientific Data,"Ryan Abernathey, Tom Augspurger, Anderson Banihirwe, Charles C. Blackmon-Luca, T. J. Crone, Chelle Gentemann, Joseph Hamman, Naomi Henderson, Chiara Lepore, Theo McCaie, N. Robinson, Richard P. Signell","<ul><li><span style=""color:#FF5733;"">Computing in Science & Engineering</span></li></ul>","<li><span style=""color:#FF5733;"">2021-02-16</span></li>","<ul><li><a href=""https://doi.org/10.1109/mcse.2021.3059437"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:39
Cloud-Native Transformation of Unstructured Data,Anush kumar Thati,"<ul><li><span style=""color:#FF5733;"">International Journal For Multidisciplinary Research</span></li></ul>","<li><span style=""color:#FF5733;"">2024-12-22</span></li>","<ul><li><a href=""https://doi.org/10.36948/ijfmr.2024.v06i06.33503"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:38
"Cloud-Native Wallet Fabric: Engineering Scalable, Multicurrency e-Wallet Platforms","Tejas Dhanorkar, Sai Charan Ponnoju, Shemeer Sulaiman Kunju","<ul><li><span style=""color:#FF5733;"">Deleted Journal</span></li></ul>","<li><span style=""color:#FF5733;"">2024-10-30</span></li>","<ul><li><a href=""https://doi.org/10.60087/jaigs.v6i1.368"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:33
Cloud-Scale Runtime Verification of Serverless Applications,"Kalev Alpernas, Aurojit Panda, Leonid Ryzhyk, Mooly Sagiv","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2021-10-27</span></li>","<ul><li><a href=""https://doi.org/10.1145/3472883.3486977"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 17:17:20
Cloud-based Paddy Plant Pest and Disease Identification using Enhanced Deep Metric Learning and k-NN Classification with Augmented Latent Fusion,"Hendri Darmawan, Mike Yuliana, Moch Zen, Samsono Hadi","<ul><li><span style=""color:#FF5733;"">International journal of intelligent engineering and systems</span></li></ul>","<li><span style=""color:#FF5733;"">2023-10-26</span></li>","<ul><li><a href=""https://doi.org/10.22266/ijies2023.1231.14"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:01:13
Cloud-based SQL Solutions for Big Data,Marcin Żukowski,"<ul><li><span style=""color:#FF5733;"">Encyclopedia of Big Data Technologies</span></li></ul>","<li><span style=""color:#FF5733;"">2018-01-01</span></li>","<ul><li><a href=""https://doi.org/10.1007/978-3-319-63962-8_318-1"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:09
Cloud-based Security Solutions,Sourav Mukherjee,"<ul><li><span style=""color:#FF5733;"">SSRN Electronic Journal</span></li></ul>","<li><span style=""color:#FF5733;"">2019-01-01</span></li>","<ul><li><a href=""https://doi.org/10.2139/ssrn.3408882"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:12
Cloud-based Serverless Solution for Facilitating the Organisation of Athletics Competitions,"Tifani Franciska Nagy, Zsolt Csibi, Borbala Janosi, Károly Simon, Hunor Hegedus, Erika Szasz","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2022-09-15</span></li>","<ul><li><a href=""https://doi.org/10.1109/sisy56759.2022.10036272"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 17:17:20
Cloud-based dynamic distributed optimisation of integrated process planning and scheduling in smart factories,"Shuai Zhao, Piotr Dziurzański, Michał Witold Przewoźniczek, Marcin M. Komarnicki, Leandro Soares Indrusiak","<ul><li><span style=""color:#FF5733;"">Proceedings of the Genetic and Evolutionary Computation Conference</span></li></ul>","<li><span style=""color:#FF5733;"">2019-07-03</span></li>","<ul><li><a href=""https://doi.org/10.1145/3321707.3321826"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:09
Cloud-based research,"Er Samyal, Govind Chaudhary","<ul><li><span style=""color:#FF5733;"">International Research Journal of Modernization in Engineering Technology and Science</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-16</span></li>","<ul><li><a href=""https://doi.org/10.56726/irjmets47309"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:36
Cloud-based serverless computing enables accelerated monte carlo simulations for nuclear medicine imaging,"Reimund Bayerlein, Vivek Swarnakar, Aaron Selfridge, Benjamin A. Spencer, Lorenzo Nardo, Ramsey D. Badawi","<ul><li><span style=""color:#FF5733;"">Biomedical Physics and Engineering Express</span></li></ul>","<li><span style=""color:#FF5733;"">2024-07-01</span></li>","<ul><li><a href=""https://doi.org/10.1088/2057-1976/ad5847"" target=""_blank"" style=""color:#FF5733;"">[ScienceDirect]</a></li></ul>",,2025-07-17 16:01:36
Cloud-based storage and computing for remote sensing big data: a technical review,"Chen Xu, Xiaoping Du, Xiangtao Fan, Grégory Giuliani, Zhongyang Hu, Wei Wang, Jie Liu, Teng Wang, Zhenzhen Yan, Junjie Zhu, Tianyang Jiang, Huadong Guo","<ul><li><span style=""color:#FF5733;"">International Journal of Digital Earth</span></li></ul>","<li><span style=""color:#FF5733;"">2022-08-24</span></li>","<ul><li><a href=""https://doi.org/10.1080/17538947.2022.2115567"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:44
Cloud-driven serverless framework for generalised tractor fuel consumption prediction model using machine learning,"Harsh Nagar, Rajendra Machavaram, Ambuj, P. Soni, Vijay Mahore, Prakhar Patidar","<ul><li><span style=""color:#FF5733;"">Cogent Engineering</span></li></ul>","<li><span style=""color:#FF5733;"">2024-02-06</span></li>","<ul><li><a href=""https://doi.org/10.1080/23311916.2024.2311810"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:00:45
Cloud-native AI Ecosystems: Advancing real-time personalization in E-commerce customer experiences,Prakash Kodali,"<ul><li><span style=""color:#FF5733;"">Global Journal of Engineering and Technology Advances</span></li></ul>","<li><span style=""color:#FF5733;"">2025-04-19</span></li>","<ul><li><a href=""https://doi.org/10.30574/gjeta.2025.23.1.0088"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:33
Cloud-native distributed ledgers harnessing the power of blockchain in financial technology: Revolutionizing scalability in FinTech,Likhit Mada,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Engineering Technology and Sciences</span></li></ul>","<li><span style=""color:#FF5733;"">2025-05-06</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjaets.2025.15.2.0527"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:35
Cloud-native event processing: Designing scalable and resilient event-driven systems,Vineel Muppa,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Engineering Technology and Sciences</span></li></ul>","<li><span style=""color:#FF5733;"">2025-01-30</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjaets.2025.15.1.0217"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:33
Cloud-native integration strategies for healthcare ecosystems,Gunjan Desai Rajendrakumar,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Research and Reviews</span></li></ul>","<li><span style=""color:#FF5733;"">2025-06-10</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjarr.2025.26.3.2169"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:26
Cloud-native microservices in financial services: Architecting for scalability and flexibility,Srinivasa Rao Kurakula,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Research and Reviews</span></li></ul>","<li><span style=""color:#FF5733;"">2025-05-17</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjarr.2025.26.2.1690"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:41
Cloud-native test automation: The future of scalable financial software quality engineering,Pradeepkumar Palanisamy,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Engineering Technology and Sciences</span></li></ul>","<li><span style=""color:#FF5733;"">2025-04-30</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjaets.2025.15.1.0461"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:14
Cloud-native transformation: Architectural principles and organizational strategies for infrastructure modernization,Ajay Varma Indukuri,"<ul><li><span style=""color:#FF5733;"">World Journal of Advanced Research and Reviews</span></li></ul>","<li><span style=""color:#FF5733;"">2025-04-30</span></li>","<ul><li><a href=""https://doi.org/10.30574/wjarr.2025.26.1.1467"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:02:30
CloudAISim: A toolkit for modelling and simulation of modern applications in AI-driven cloud computing environments,"Abhimanyu Bhowmik, Madhushree Sannigrahi, Deepraj Chowdhury, Ajoy Dey, Sukhpal Singh Gill","<ul><li><span style=""color:#FF5733;"">BenchCouncil Transactions on Benchmarks Standards and Evaluations</span></li></ul>","<li><span style=""color:#FF5733;"">2023-12-01</span></li>","<ul><li><a href=""https://doi.org/10.1016/j.tbench.2024.100150"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:01
CloudASM: an ultra-efficient cloud-based pipeline for mapping allele-specific DNA methylation,"Emmanuel Dumont, Benjamin Tycko, Catherine Do","<ul><li><span style=""color:#FF5733;"">bioRxiv (Cold Spring Harbor Laboratory)</span></li></ul>","<li><span style=""color:#FF5733;"">2020-02-26</span></li>","<ul><li><a href=""https://doi.org/10.1093/bioinformatics/btaa149"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>","<ul><li><a href=""https://github.com/TyckoLab/CloudASM"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex - TyckoLab]</a></li></ul>",2025-07-17 16:02:14
CloudJIT: A Just-in-Time FaaS Optimizer (Poster Abstract),"Serhii Ivanenko, Rodrigo Bruno, Jovan Stevanovic, Luís Veiga, Vojin Jovanović","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-10-19</span></li>","<ul><li><a href=""https://doi.org/10.1145/3617651.3624306"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:39
CloudJIT: A Just-in-Time FaaS Optimizer (Work in Progress),"Serhii Ivanenko, Rodrigo Bruno, Jovan Stevanovic, Luís Veiga, Vojin Jovanović","<ul><li><span style=""color:#FF5733;"">OpenAlex</span></li></ul>","<li><span style=""color:#FF5733;"">2023-10-19</span></li>","<ul><li><a href=""https://doi.org/10.1145/3617651.3622990"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:34
CloudPricingOps: A Decision Support Framework to Explore Pricing Policies of Cloud Services,"George Fragiadakis, Anargyros Tsadimas, Evangelia Filiopoulou, George Kousiouris, Christos Michalakelis, Μάρα Νικολαϊδου","<ul><li><span style=""color:#FF5733;"">Applied Sciences</span></li></ul>","<li><span style=""color:#FF5733;"">2024-12-20</span></li>","<ul><li><a href=""https://doi.org/10.3390/app142411946"" target=""_blank"" style=""color:#FF5733;"">[OpenAlex]</a></li></ul>",,2025-07-17 16:03:56
