title,author,venue_name,publish_date,url,code,created_date
Grounded Video Description,,CVPR,2019,"<a href=""https://arxiv.org/abs/1812.06587"" target=""_blank"">1812.06587</a>",,2025-05-30
"Show, Control and Tell: A Framework for Generating Controllable and Grounded Captions",,CVPR,2019,"<a href=""https://arxiv.org/abs/1811.10652"" target=""_blank"">1811.10652</a>",,2025-05-30
Multilevel Language and Vision Integration for Text-to-Clip Retrieval,,AAAI,2019,"<a href=""https://arxiv.org/abs/1804.05113"" target=""_blank"">1804.05113</a>","<a href=""https://github.com/VisionLearningGroup/Text-to-Clip_Retrieval"" target=""_blank"">VisionLearningGroup</a>",2025-05-30
Binary Image Selection (BISON): Interpretable Evaluation of Visual Grounding,,arXiv,2019,"<a href=""https://arxiv.org/abs/1901.06595"" target=""_blank"">1901.06595</a>","<a href=""https://github.com/facebookresearch/binary-image-selection"" target=""_blank"">facebookresearch</a>",2025-05-30
CLEVR-Dialog: A Diagnostic Dataset for Multi-Round Reasoning in Visual Dialog,,NAACL,2019,"<a href=""https://www.aclweb.org/anthology/N19-1058"" target=""_blank"">N19-1058</a>","<a href=""https://github.com/satwikkottur/clevr-dialog"" target=""_blank"">satwikkottur</a>",2025-05-30
MELD: A Multimodal Multi-Party Dataset for Emotion Recognition in Conversations,,ACL,2019,"<a href=""https://arxiv.org/abs/1810.02508"" target=""_blank"">1810.02508</a>","<a href=""http://affective-meld.github.io/"" target=""_blank"">affective-meld.github.io</a>",2025-05-30
Early Fusion for Goal Directed Robotic Vision,,IROS,2019,"<a href=""https://arxiv.org/abs/1811.08824"" target=""_blank"">1811.08824</a>",,2025-05-30
Joint Event Detection and Description in Continuous Video Streams,,WACVW,2019,"<a href=""https://arxiv.org/abs/1802.10250"" target=""_blank"">1802.10250</a>",,2025-05-30
Deep Multimodal Representation Learning: A Survey,,arXiv,2019,"<a href=""https://ieeexplore.ieee.org/abstract/document/8715409"" target=""_blank"">8715409</a>",,2025-05-30
Learning to Compose and Reason with Language Tree Structures for Visual Grounding,,TPAMI,2019,"<a href=""https://arxiv.org/abs/1906.01784"" target=""_blank"">1906.01784</a>",,2025-05-30
"Multimodal Intelligence: Representation Learning, Information Fusion, and Applications",,arXiv,2019,"<a href=""https://arxiv.org/abs/1911.03977"" target=""_blank"">1911.03977</a>",,2025-05-30
Leveraging Medical Visual Question Answering with Supporting Facts,,arXiv,2019,"<a href=""https://arxiv.org/abs/1905.12008"" target=""_blank"">1905.12008</a>",,2025-05-30
Multimodal Deep Learning for Finance: Integrating and Forecasting International Stock Markets,,,2019,"<a href=""https://arxiv.org/abs/1903.06478"" target=""_blank"">1903.06478</a>",,2025-05-30
Multimodal Machine Learning: A Survey and Taxonomy,,TPAMI,2019,"<a href=""https://arxiv.org/abs/1705.09406"" target=""_blank"">1705.09406</a>",,2025-05-30
Dynamic Fusion for Multimodal Data,,arXiv,2019,"<a href=""https://arxiv.org/abs/1911.03821"" target=""_blank"">1911.03821</a>",,2025-05-30
Closing the Loop Between Vision and Language & LSMD Challenge,,ICCV,2019,"<a href=""https://sites.google.com/site/iccv19clvllsmdc/"" target=""_blank""></a>",,2025-05-30
Exploring Phoneme-Level Speech Representations for End-to-End Speech Translation,,ACL,2019,"<a href=""https://arxiv.org/abs/1906.01199"" target=""_blank"">1906.01199</a>",,2025-05-30
Audio Caption: Listen and Tell,,ICASSP,2019,"<a href=""https://arxiv.org/abs/1902.09254"" target=""_blank"">1902.09254</a>",,2025-05-30
Audio-Linguistic Embeddings for Spoken Sentences,,ICASSP,2019,"<a href=""https://arxiv.org/abs/1902.07817"" target=""_blank"">1902.07817</a>",,2025-05-30
From Semi-supervised to Almost-unsupervised Speech Recognition with Very-low Resource by Jointly Learning Phonetic Structures from Audio and Text Embeddings,,arXiv,2019,"<a href=""https://arxiv.org/abs/1904.05078"" target=""_blank"">1904.05078</a>",,2025-05-30
Probabilistic Neural-symbolic Models for Interpretable Visual Question Answering,,ICML,2019,"<a href=""https://arxiv.org/abs/1902.07864"" target=""_blank"">1902.07864</a>","<a href=""https://github.com/kdexd/probnmn-clevr"" target=""_blank"">kdexd</a>",2025-05-30
End-to-end Facial and Physiological Model for Affective Computing and Applications,,arXiv,2019,"<a href=""https://arxiv.org/abs/1912.04711"" target=""_blank"">1912.04711</a>",,2025-05-30
Habitat: A Platform for Embodied AI Research,,ICCV,2019,"<a href=""https://arxiv.org/abs/1904.01201"" target=""_blank"">1904.01201</a>","<a href=""https://aihabitat.org/"" target=""_blank"">//aihabitat.org/</a>",2025-05-30
Affective Computing for Large-Scale Heterogeneous Multimedia Data: A Survey,,ACM TOMM,2019,"<a href=""https://arxiv.org/abs/1911.05609"" target=""_blank"">1911.05609</a>",,2025-05-30
Attention Based Natural Language Grounding by Navigating Virtual Environment,,IEEE WACV,2019,"<a href=""https://arxiv.org/abs/1804.08454"" target=""_blank"">1804.08454</a>",,2025-05-30
Tactical Rewind: Self-Correction via Backtracking in Vision-and-Language Navigation,,CVPR,2019,"<a href=""https://arxiv.org/abs/1903.02547"" target=""_blank"">1903.02547</a>","<a href=""https://github.com/Kelym/FAST"" target=""_blank"">Kelym</a>",2025-05-30
Multi-modal Discriminative Model for Vision-and-Language Navigation,,NAACL SpLU-RoboNLP Workshop,2019,"<a href=""https://www.aclweb.org/anthology/W19-1605"" target=""_blank"">W19-1605</a>",,2025-05-30
Self-Monitoring Navigation Agent via Auxiliary Progress Estimation,,ICLR,2019,"<a href=""https://arxiv.org/abs/1901.03035"" target=""_blank"">1901.03035</a>","<a href=""https://github.com/chihyaoma/selfmonitoring-agent"" target=""_blank"">chihyaoma</a>",2025-05-30
From Language to Goals: Inverse Reinforcement Learning for Vision-Based Instruction Following,,ICLR,2019,"<a href=""https://arxiv.org/abs/1902.07742"" target=""_blank"">1902.07742</a>",,2025-05-30
"Read, Watch, and Move: Reinforcement Learning for Temporally Grounding Natural Language Descriptions in Videos",,AAAI,2019,"<a href=""https://arxiv.org/abs/1901.06829"" target=""_blank"">1901.06829</a>",,2025-05-30
Learning to Navigate Unseen Environments: Back Translation with Environmental Dropout,,NAACL,2019,"<a href=""https://www.aclweb.org/anthology/N19-1268"" target=""_blank"">N19-1268</a>","<a href=""https://github.com/airsplay/R2R-EnvDrop"" target=""_blank"">airsplay</a>",2025-05-30
Language as an Abstraction for Hierarchical Deep Reinforcement Learning,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1906.07343"" target=""_blank"">1906.07343</a>",,2025-05-30
Towards Multimodal Sarcasm Detection (An Obviously_Perfect Paper),,ACL,2019,"<a href=""https://arxiv.org/abs/1906.01815"" target=""_blank"">1906.01815</a>","<a href=""https://github.com/soujanyaporia/MUStARD"" target=""_blank"">soujanyaporia</a>",2025-05-30
Learning to Speak and Act in a Fantasy Text Adventure Game,,arXiv,2019,"<a href=""https://arxiv.org/abs/1903.03094"" target=""_blank"">1903.03094</a>","<a href=""https://parl.ai/projects/light/"" target=""_blank"">/projects/light/</a>",2025-05-30
Learning Representations by Maximizing Mutual Information Across Views,,arXiv,2019,"<a href=""https://arxiv.org/abs/1906.00910"" target=""_blank"">1906.00910</a>","<a href=""https://github.com/Philip-Bachman/amdim-public"" target=""_blank"">Philip-Bachman</a>",2025-05-30
OmniNet: A Unified Architecture for Multi-modal Multi-task Learning,,arXiv,2019,"<a href=""https://arxiv.org/abs/1907.07804"" target=""_blank"">1907.07804</a>","<a href=""https://github.com/subho406/OmniNet"" target=""_blank"">subho406</a>",2025-05-30
Visual Concept-Metaconcept Learning,,NeurIPS,2019,"<a href=""https://papers.nips.cc/paper/8745-visual-concept-metaconcept-learning.pdf"" target=""_blank"">8745-visual-conc</a>","<a href=""http://vcml.csail.mit.edu/"" target=""_blank"">l.csail.mit.edu/</a>",2025-05-30
Learning Video Representations using Contrastive Bidirectional Transformer,,arXiv,2019,"<a href=""https://arxiv.org/abs/1906.05743"" target=""_blank"">1906.05743</a>",,2025-05-30
"VATEX: A Large-Scale, High-Quality Multilingual Dataset for Video-and-Language Research",,ICCV,2019,"<a href=""https://arxiv.org/abs/1904.03493"" target=""_blank"">1904.03493</a>","<a href=""http://vatex.org/main/index.html"" target=""_blank"">/main/index.html</a>",2025-05-30
The Regretful Navigation Agent for Vision-and-Language Navigation,,CVPR,2019,"<a href=""https://arxiv.org/abs/1903.01602"" target=""_blank"">1903.01602</a>","<a href=""https://github.com/chihyaoma/regretful-agent"" target=""_blank"">chihyaoma</a>",2025-05-30
Reinforced Cross-Modal Matching and Self-Supervised Imitation Learning for Vision-Language Navigation,,CVPR,2019,"<a href=""https://arxiv.org/abs/1811.10092"" target=""_blank"">1811.10092</a>",,2025-05-30
Touchdown: Natural Language Navigation and Spatial Reasoning in Visual Street Environments,,CVPR,2019,"<a href=""https://arxiv.org/abs/1811.12354"" target=""_blank"">1811.12354</a>","<a href=""https://github.com/lil-lab/touchdown"" target=""_blank"">lil-lab</a>",2025-05-30
Are You Looking? Grounding to Multiple Modalities in Vision-and-Language Navigation,,ACL,2019,"<a href=""https://arxiv.org/abs/1906.00347"" target=""_blank"">1906.00347</a>",,2025-05-30
Stay on the Path: Instruction Fidelity in Vision-and-Language Navigation,,ACL,2019,"<a href=""https://arxiv.org/abs/1905.12255"" target=""_blank"">1905.12255</a>",,2025-05-30
Hierarchical Decision Making by Generating and Following Natural Language Instructions,,arXiv,2019,"<a href=""https://arxiv.org/abs/1906.00744"" target=""_blank"">1906.00744</a>","<a href=""https://www.minirts.net/"" target=""_blank"">www.minirts.net/</a>",2025-05-30
Vision-and-Dialog Navigation,,arXiv,2019,"<a href=""https://arxiv.org/abs/1907.04957"" target=""_blank"">1907.04957</a>","<a href=""https://github.com/mmurray/cvdn"" target=""_blank"">mmurray</a>",2025-05-30
VideoNavQA: Bridging the Gap between Visual and Embodied Question Answering,,BMVC,2019,"<a href=""https://arxiv.org/abs/1908.04950"" target=""_blank"">1908.04950</a>","<a href=""https://github.com/catalina17/VideoNavQA"" target=""_blank"">catalina17</a>",2025-05-30
ViCo: Word Embeddings from Visual Co-occurrences,,ICCV,2019,"<a href=""https://arxiv.org/abs/1908.08527"" target=""_blank"">1908.08527</a>","<a href=""https://github.com/BigRedT/vico"" target=""_blank"">BigRedT</a>",2025-05-30
Unified Visual-Semantic Embeddings: Bridging Vision and Language With Structured Meaning Representations,,CVPR,2019,"<a href=""http://openaccess.thecvf.com/content_CVPR_2019/papers/Wu_Unified_Visual-Semantic_Embeddings_Bridging_Vision_and_Language_With_Structured_Meaning_CVPR_2019_paper.pdf"" target=""_blank"">Wu_Unified_Visua</a>",,2025-05-30
Multi-Task Learning of Hierarchical Vision-Language Representation,,CVPR,2019,"<a href=""https://arxiv.org/abs/1812.00500"" target=""_blank"">1812.00500</a>",,2025-05-30
Learning Factorized Multimodal Representations,,ICLR,2019,"<a href=""https://arxiv.org/abs/1806.06176"" target=""_blank"">1806.06176</a>","<a href=""https://github.com/pliang279/factorized/"" target=""_blank"">factorized</a>",2025-05-30
Simultaneously Learning Vision and Feature-based Control Policies for Real-world Ball-in-a-Cup,,RSS,2019,"<a href=""https://arxiv.org/abs/1902.04706"" target=""_blank"">1902.04706</a>",,2025-05-30
Probabilistic Multimodal Modeling for Human-Robot Interaction Tasks,,RSS,2019,"<a href=""http://www.roboticsproceedings.org/rss15/p47.pdf"" target=""_blank"">p47.pdf</a>",,2025-05-30
Probing the Need for Visual Context in Multimodal Machine Translation,,NAACL,2019,"<a href=""https://www.aclweb.org/anthology/N19-1422"" target=""_blank"">N19-1422</a>",,2025-05-30
Making Sense of Vision and Touch: Self-Supervised Learning of Multimodal Representations for Contact-Rich Tasks,,ICRA,2019,"<a href=""https://arxiv.org/abs/1810.10191"" target=""_blank"">1810.10191</a>",,2025-05-30
MUREL: Multimodal Relational Reasoning for Visual Question Answering,,CVPR,2019,"<a href=""https://arxiv.org/abs/1902.09487"" target=""_blank"">1902.09487</a>","<a href=""https://github.com/Cadene/murel.bootstrap.pytorch"" target=""_blank"">Cadene</a>",2025-05-30
Social-IQ: A Question Answering Benchmark for Artificial Social Intelligence,,CVPR,2019,"<a href=""http://openaccess.thecvf.com/content_CVPR_2019/html/Zadeh_Social-IQ_A_Question_Answering_Benchmark_for_Artificial_Social_Intelligence_CVPR_2019_paper.html"" target=""_blank"">Zadeh_Social-IQ_</a>","<a href=""https://github.com/A2Zadeh/Social-IQ"" target=""_blank"">A2Zadeh</a>",2025-05-30
Fusion of Detected Objects in Text for Visual Question Answering,,arXiv,2019,"<a href=""https://arxiv.org/abs/1908.05054"" target=""_blank"">1908.05054</a>",,2025-05-30
OK-VQA: A Visual Question Answering Benchmark Requiring External Knowledge,,CVPR,2019,"<a href=""https://arxiv.org/abs/1906.00067"" target=""_blank"">1906.00067</a>","<a href=""http://okvqa.allenai.org/"" target=""_blank"">vqa.allenai.org/</a>",2025-05-30
Beyond Vision and Language: Integrating Real-World Knowledge,,EMNLP,2019,"<a href=""https://www.lantern.uni-saarland.de/"" target=""_blank""></a>",,2025-05-30
"Capture, Learning, and Synthesis of 3D Speaking Styles",,CVPR,2019,"<a href=""https://ps.is.tuebingen.mpg.de/uploads_file/attachment/attachment/510/paper_final.pdf"" target=""_blank"">paper_final.pdf</a>","<a href=""https://github.com/TimoBolkart/voca"" target=""_blank"">TimoBolkart</a>",2025-05-30
Disjoint Mapping Network for Cross-modal Matching of Voices and Faces,,ICLR,2019,"<a href=""https://arxiv.org/abs/1807.04836"" target=""_blank"">1807.04836</a>",,2025-05-30
Reconstructing Faces from Voices,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1905.10604"" target=""_blank"">1905.10604</a>","<a href=""https://github.com/cmu-mlsp/reconstructing_faces_from_voices"" target=""_blank"">cmu-mlsp</a>",2025-05-30
Speech2Face: Learning the Face Behind a Voice,,CVPR,2019,"<a href=""https://arxiv.org/abs/1905.09773"" target=""_blank"">1905.09773</a>","<a href=""https://speech2face.github.io/"" target=""_blank"">speech2face.github.io</a>",2025-05-30
Wav2Pix: Speech-conditioned Face Generation using Generative Adversarial Networks,,ICASSP,2019,"<a href=""https://arxiv.org/abs/1903.10195"" target=""_blank"">1903.10195</a>","<a href=""https://imatge-upc.github.io/wav2pix/"" target=""_blank"">wav2pix</a>",2025-05-30
Neural Language Modeling with Visual Features,,arXiv,2019,"<a href=""https://arxiv.org/abs/1903.02930"" target=""_blank"">1903.02930</a>",,2025-05-30
Found in Translation: Learning Robust Joint Representations by Cyclic Translations Between Modalities,,AAAI,2019,"<a href=""https://arxiv.org/abs/1812.07809"" target=""_blank"">1812.07809</a>","<a href=""https://github.com/hainow/MCTN"" target=""_blank"">hainow</a>",2025-05-30
Visually Grounded Interaction and Language,,NeurIPS,2019,"<a href=""https://vigilworkshop.github.io/"" target=""_blank""></a>",,2025-05-30
Emergence of Compositional Language with Deep Generational Transmission,,ICML,2019,"<a href=""https://arxiv.org/abs/1904.09067"" target=""_blank"">1904.09067</a>",,2025-05-30
On the Pitfalls of Measuring Emergent Communication,,AAMAS,2019,"<a href=""https://arxiv.org/abs/1903.05168"" target=""_blank"">1903.05168</a>","<a href=""https://github.com/facebookresearch/measuring-emergent-comm"" target=""_blank"">facebookresearch</a>",2025-05-30
Self-Supervised Learning from Web Data for Multimodal Retrieval,,arXiv,2019,"<a href=""https://arxiv.org/abs/1901.02004"" target=""_blank"">1901.02004</a>",,2025-05-30
Heterogeneous Graph Learning for Visual Commonsense Reasoning,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1910.11475"" target=""_blank"">1910.11475</a>",,2025-05-30
Emergent Communication: Towards Natural Language,,NeurIPS,2019,"<a href=""https://sites.google.com/view/emecom2019"" target=""_blank"">emecom2019</a>",,2025-05-30
Workshop on Multimodal Understanding and Learning for Embodied Applications,,ACM Multimedia,2019,"<a href=""https://sites.google.com/view/mulea2019/home"" target=""_blank"">home</a>",,2025-05-30
The How2 Challenge: New Tasks for Vision & Language,,ICML,2019,"<a href=""https://srvk.github.io/how2-challenge/"" target=""_blank""></a>",,2025-05-30
Language2Pose: Natural Language Grounded Pose Forecasting,,3DV,2019,"<a href=""https://arxiv.org/abs/1907.01108"" target=""_blank"">1907.01108</a>","<a href=""http://chahuja.com/language2pose/"" target=""_blank"">m/language2pose/</a>",2025-05-30
Visual Question Answering and Dialog,,CVPR,2019,"<a href=""https://visualqa.org/workshop.html"" target=""_blank"">workshop.html</a>",,2025-05-30
Learning Affective Correspondence between Music and Image,,ICASSP,2019,"<a href=""https://arxiv.org/abs/1904.00150"" target=""_blank"">1904.00150</a>",,2025-05-30
Few-shot Video-to-Video Synthesis,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1910.12713"" target=""_blank"">1910.12713</a>","<a href=""https://nvlabs.github.io/few-shot-vid2vid/"" target=""_blank"">few-shot-vid2vid</a>",2025-05-30
Variational Mixture-of-Experts Autoencodersfor Multi-Modal Deep Generative Models,,NeurIPS,2019,"<a href=""https://arxiv.org/pdf/1911.03393.pdf"" target=""_blank"">1911.03393.pdf</a>","<a href=""https://github.com/iffsid/mmvae"" target=""_blank"">iffsid</a>",2025-05-30
Factorized Inference in Deep Markov Models for Incomplete Multimodal Time Series,,arXiv,2019,"<a href=""https://arxiv.org/abs/1905.13570"" target=""_blank"">1905.13570</a>",,2025-05-30
Learning Representations from Imperfect Time Series Data via Tensor Rank Regularization,,ACL,2019,"<a href=""https://arxiv.org/abs/1907.01011"" target=""_blank"">1907.01011</a>",,2025-05-30
Multi-modal Video Analysis and Moments in Time Challenge,,ICCV,2019,"<a href=""https://sites.google.com/view/multimodalvideo/"" target=""_blank""></a>",,2025-05-30
Multi-modal Learning from Videos,,CVPR,2019,"<a href=""https://sites.google.com/view/mmlv/home"" target=""_blank"">home</a>",,2025-05-30
A Logical Model for Supporting Social Commonsense Knowledge Acquisition,,arXiv,2019,"<a href=""https://arxiv.org/abs/1912.11599"" target=""_blank"">1912.11599</a>",,2025-05-30
Multimodal Explanations by Predicting Counterfactuality in Videos,,CVPR,2019,"<a href=""https://arxiv.org/abs/1812.01263"" target=""_blank"">1812.01263</a>",,2025-05-30
Multimodal Learning and Applications Workshop,,CVPR,2019,"<a href=""https://mula-workshop.github.io/"" target=""_blank""></a>",,2025-05-30
Habitat: Embodied Agents Challenge and Workshop,,CVPR,2019,"<a href=""https://aihabitat.org/workshop/"" target=""_blank""></a>",,2025-05-30
Answering Visual-Relational Queries in Web-Extracted Knowledge Graphs,,AKBC,2019,"<a href=""https://arxiv.org/abs/1709.02314"" target=""_blank"">1709.02314</a>",,2025-05-30
MMKG: Multi-Modal Knowledge Graphs,,ESWC,2019,"<a href=""https://arxiv.org/abs/1903.05485"" target=""_blank"">1903.05485</a>",,2025-05-30
GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,,CVPR,2019,"<a href=""https://arxiv.org/abs/1902.09506"" target=""_blank"">1902.09506</a>","<a href=""https://cs.stanford.edu/people/dorarad/gqa/"" target=""_blank"">ple/dorarad/gqa/</a>",2025-05-30
Learning Individual Styles of Conversational Gesture,,CVPR,2019,"<a href=""https://arxiv.org/abs/1906.04160"" target=""_blank"">1906.04160</a>","<a href=""http://people.eecs.berkeley.edu/~shiry/speech2gesture"" target=""_blank"">y/speech2gesture</a>",2025-05-30
Translate-to-Recognize Networks for RGB-D Scene Recognition,,CVPR,2019,"<a href=""https://openaccess.thecvf.com/content_CVPR_2019/papers/Du_Translate-to-Recognize_Networks_for_RGB-D_Scene_Recognition_CVPR_2019_paper.pdf"" target=""_blank"">Du_Translate-to-</a>","<a href=""https://github.com/ownstyledu/Translate-to-Recognize-Networks"" target=""_blank"">ownstyledu</a>",2025-05-30
Multimodal Transformer for Unaligned Multimodal Language Sequences,,ACL,2019,"<a href=""https://arxiv.org/abs/1906.00295"" target=""_blank"">1906.00295</a>","<a href=""https://github.com/yaohungt/Multimodal-Transformer"" target=""_blank"">yaohungt</a>",2025-05-30
RUBi: Reducing Unimodal Biases in Visual Question Answering,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1906.10169"" target=""_blank"">1906.10169</a>","<a href=""https://github.com/cdancette/rubi.bootstrap.pytorch"" target=""_blank"">cdancette</a>",2025-05-30
Distilling Translations with Visual Awareness,,ACL,2019,"<a href=""https://arxiv.org/pdf/1906.07701"" target=""_blank"">1906.07701</a>",,2025-05-30
Interactive Language Learning by Question Answering,,EMNLP,2019,"<a href=""https://arxiv.org/abs/1908.10909"" target=""_blank"">1908.10909</a>","<a href=""https://github.com/xingdi-eric-yuan/qait_public"" target=""_blank"">xingdi-eric-yuan</a>",2025-05-30
DeepCU: Integrating Both Common and Unique Latent Information for Multimodal Sentiment Analysis,,IJCAI,2019,"<a href=""https://www.ijcai.org/proceedings/2019/503"" target=""_blank"">503</a>","<a href=""https://github.com/sverma88/DeepCU-IJCAI19"" target=""_blank"">sverma88</a>",2025-05-30
Deep Multimodal Multilinear Fusion with High-order Polynomial Pooling,,NeurIPS,2019,"<a href=""https://papers.nips.cc/paper/9381-deep-multimodal-multilinear-fusion-with-high-order-polynomial-pooling"" target=""_blank"">9381-deep-multim</a>",,2025-05-30
XFlow: Cross-modal Deep Neural Networks for Audiovisual Classification,,IEEE TNNLS,2019,"<a href=""https://ieeexplore.ieee.org/abstract/document/8894404"" target=""_blank"">8894404</a>","<a href=""https://github.com/catalina17/XFlow"" target=""_blank"">catalina17</a>",2025-05-30
MFAS: Multimodal Fusion Architecture Search,,CVPR,2019,"<a href=""https://arxiv.org/abs/1903.06496"" target=""_blank"">1903.06496</a>",,2025-05-30
"The Neuro-Symbolic Concept Learner: Interpreting Scenes, Words, and Sentences From Natural Supervision",,ICLR,2019,"<a href=""https://arxiv.org/abs/1904.12584"" target=""_blank"">1904.12584</a>","<a href=""http://nscl.csail.mit.edu/"" target=""_blank"">l.csail.mit.edu/</a>",2025-05-30
Video Relationship Reasoning using Gated Spatio-Temporal Energy Graph,,CVPR,2019,"<a href=""https://arxiv.org/abs/1903.10547"" target=""_blank"">1903.10547</a>","<a href=""https://github.com/yaohungt/GSTEG_CVPR_2019"" target=""_blank"">yaohungt</a>",2025-05-30
SocialIQA: Commonsense Reasoning about Social Interactions,,arXiv,2019,"<a href=""https://arxiv.org/abs/1904.09728"" target=""_blank"">1904.09728</a>",,2025-05-30
A Survey of Reinforcement Learning Informed by Natural Language,,IJCAI,2019,"<a href=""https://arxiv.org/abs/1906.03926"" target=""_blank"">1906.03926</a>",,2025-05-30
Towards Unsupervised Image Captioning with Shared Multimodal Embeddings,,ICCV,2019,"<a href=""https://arxiv.org/abs/1908.09317"" target=""_blank"">1908.09317</a>",,2025-05-30
Episodic Memory in Lifelong Language Learning,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1906.01076"" target=""_blank"">1906.01076</a>",,2025-05-30
VideoBERT: A Joint Model for Video and Language Representation Learning,,ICCV,2019,"<a href=""https://arxiv.org/abs/1904.01766"" target=""_blank"">1904.01766</a>",,2025-05-30
The Large Scale Movie Description Challenge (LSMDC),,ICCV,2019,"<a href=""https://sites.google.com/site/describingmovies/"" target=""_blank""></a>",,2025-05-30
Temporal Cycle-Consistency Learning,,CVPR,2019,"<a href=""https://arxiv.org/abs/1904.07846"" target=""_blank"">1904.07846</a>","<a href=""https://github.com/google-research/google-research/tree/master/tcc"" target=""_blank"">master</a>",2025-05-30
Sight and Sound,,CVPR,2019,"<a href=""http://sightsound.org/"" target=""_blank""></a>",,2025-05-30
LXMERT: Learning Cross-Modality Encoder Representations from Transformers,,EMNLP,2019,"<a href=""https://arxiv.org/abs/1908.07490"" target=""_blank"">1908.07490</a>","<a href=""https://github.com/airsplay/lxmert"" target=""_blank"">airsplay</a>",2025-05-30
Unicoder-VL: A Universal Encoder for Vision and Language by Cross-modal Pre-training,,arXiv,2019,"<a href=""https://arxiv.org/abs/1908.06066"" target=""_blank"">1908.06066</a>",,2025-05-30
ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks,,NeurIPS,2019,"<a href=""https://arxiv.org/abs/1908.02265"" target=""_blank"">1908.02265</a>","<a href=""https://github.com/jiasenlu/vilbert_beta"" target=""_blank"">jiasenlu</a>",2025-05-30
VisualBERT: A Simple and Performant Baseline for Vision and Language,,arXiv,2019,"<a href=""https://arxiv.org/abs/1908.03557"" target=""_blank"">1908.03557</a>","<a href=""https://github.com/uclanlp/visualbert"" target=""_blank"">uclanlp</a>",2025-05-30
VL-BERT: Pre-training of Generic Visual-Linguistic Representations,,arXiv,2019,"<a href=""https://arxiv.org/abs/1908.08530"" target=""_blank"">1908.08530</a>","<a href=""https://github.com/jackroos/VL-BERT"" target=""_blank"">jackroos</a>",2025-05-30
Model Cards for Model Reporting,,FAccT,2019,"<a href=""https://arxiv.org/abs/1810.03993"" target=""_blank"">1810.03993</a>",,2025-05-30
Black is to Criminal as Caucasian is to Police: Detecting and Removing Multiclass Bias in Word Embeddings,,NAACL,2019,"<a href=""https://arxiv.org/abs/1904.04047"" target=""_blank"">1904.04047</a>","<a href=""https://github.com/TManzini/DebiasMulticlassWordEmbedding"" target=""_blank"">TManzini</a>",2025-05-30
Co-Compressing and Unifying Deep CNN Models for Efficient Human Face and Speaker Recognition,,CVPRW,2019,"<a href=""http://openaccess.thecvf.com/content_CVPRW_2019/papers/MULA/Wan_Co-Compressing_and_Unifying_Deep_CNN_Models_for_Efficient_Human_Face_CVPRW_2019_paper.pdf"" target=""_blank"">Wan_Co-Compressi</a>",,2025-05-30
Cross-Modal Learning in Real World,,ICCV,2019,"<a href=""https://cromol.github.io/"" target=""_blank""></a>",,2025-05-30
Spatial Language Understanding and Grounded Communication for Robotics,,NAACL,2019,"<a href=""https://splu-robonlp.github.io/"" target=""_blank""></a>",,2025-05-30
YouTube-8M Large-Scale Video Understanding,,ICCV,2019,"<a href=""https://research.google.com/youtube8m/workshop2018/"" target=""_blank""></a>",,2025-05-30
Language and Vision Workshop,,CVPR,2019,"<a href=""http://languageandvision.com/"" target=""_blank""></a>",,2025-05-30
Latent Variable Model for Multi-modal Translation,,ACL,2019,"<a href=""https://arxiv.org/pdf/1811.00357"" target=""_blank"">1811.00357</a>",,2025-05-30
Multimodal Medical Image Retrieval based on Latent Topic Modeling,,ML4H,2018,"<a href=""https://aiforsocialgood.github.io/2018/pdfs/track1/75_aisg_neurips2018.pdf"" target=""_blank"">75_aisg_neurips2</a>",,2025-05-30
Improving Hospital Mortality Prediction with Medical Named Entities and Multimodal Learning,,ML4H,2018,"<a href=""https://arxiv.org/abs/1811.12276"" target=""_blank"">1811.12276</a>",,2025-05-30
Multi-attention Recurrent Network for Human Communication Comprehension,,AAAI,2018,"<a href=""https://www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/viewFile/17390/16123"" target=""_blank"">16123</a>","<a href=""https://github.com/A2Zadeh/CMU-MultimodalSDK"" target=""_blank"">A2Zadeh</a>",2025-05-30
Multi-modal Approach for Affective Computing,,EMBC,2018,"<a href=""https://arxiv.org/abs/1804.09452"" target=""_blank"">1804.09452</a>",,2025-05-30
From Audio to Semantics: Approaches To End-to-end Spoken Language Understanding,,arXiv,2018,"<a href=""https://arxiv.org/abs/1809.09190"" target=""_blank"">1809.09190</a>",,2025-05-30
Deep Audio-Visual Speech Recognition,,IEEE TPAMI,2018,"<a href=""https://arxiv.org/abs/1809.02108"" target=""_blank"">1809.02108</a>",,2025-05-30
Learning to Separate Object Sounds by Watching Unlabeled Video,,CVPR,2018,"<a href=""http://openaccess.thecvf.com/content_cvpr_2018_workshops/papers/w49/Gao_Learning_to_Separate_CVPR_2018_paper.pdf"" target=""_blank"">Gao_Learning_to_</a>",,2025-05-30
